date,time,Flow,Speed,Density,datetime_iso
12/1/2021,6:00,546.55,71.56,7.85,2021-12-01T06:00:00+01:00
12/1/2021,6:05,561.82,71.77,8.49,2021-12-01T06:05:00+01:00
12/1/2021,6:10,660.44,70.94,9.03,2021-12-01T06:10:00+01:00
12/1/2021,6:15,750.76,71.6,10.36,2021-12-01T06:15:00+01:00
12/1/2021,6:20,769.96,70.29,10.24,2021-12-01T06:20:00+01:00
12/1/2021,6:25,872.51,69.67,11.04,2021-12-01T06:25:00+01:00
12/1/2021,6:30,945.82,69.52,12.93,2021-12-01T06:30:00+01:00
12/1/2021,6:35,985.09,69.73,12.26,2021-12-01T06:35:00+01:00
12/1/2021,6:40,1141.53,69.15,14.42,2021-12-01T06:40:00+01:00
12/1/2021,6:45,1159.42,68.94,14.62,2021-12-01T06:45:00+01:00
12/1/2021,6:50,1123.42,69.5,15.33,2021-12-01T06:50:00+01:00
12/1/2021,6:55,1046.4,69.87,13.13,2021-12-01T06:55:00+01:00
12/1/2021,7:00,996.65,70.56,12.7,2021-12-01T07:00:00+01:00
12/1/2021,7:05,1082.62,70.06,15.29,2021-12-01T07:05:00+01:00
12/1/2021,7:10,1185.16,69.06,15.68,2021-12-01T07:10:00+01:00
12/1/2021,7:15,1331.56,68.29,17.24,2021-12-01T07:15:00+01:00
12/1/2021,7:20,1395.71,67.46,17.9,2021-12-01T07:20:00+01:00
12/1/2021,7:25,1450.47,67.37,20,2021-12-01T07:25:00+01:00
12/1/2021,7:30,1494.55,67.13,21.4,2021-12-01T07:30:00+01:00
12/1/2021,7:35,1514.62,67.08,19.77,2021-12-01T07:35:00+01:00
12/1/2021,7:40,1615.42,66.85,20.58,2021-12-01T07:40:00+01:00
12/1/2021,7:45,1616.29,66.42,20.3,2021-12-01T07:45:00+01:00
12/1/2021,7:50,1437.82,67.17,17.43,2021-12-01T07:50:00+01:00
12/1/2021,7:55,1306.91,69.21,16.48,2021-12-01T07:55:00+01:00
12/1/2021,8:00,1240.15,69.65,15.39,2021-12-01T08:00:00+01:00
12/1/2021,8:05,1212.65,70.4,15.14,2021-12-01T08:05:00+01:00
12/1/2021,8:10,1290.55,70.17,16.65,2021-12-01T08:10:00+01:00
12/1/2021,8:15,1309.31,69.33,17.06,2021-12-01T08:15:00+01:00
12/1/2021,8:20,1279.85,69.19,17.06,2021-12-01T08:20:00+01:00
12/1/2021,8:25,1310.18,68.85,17.02,2021-12-01T08:25:00+01:00
12/1/2021,8:30,1361.67,68.85,17.42,2021-12-01T08:30:00+01:00
12/1/2021,8:35,1337.24,69.75,17.26,2021-12-01T08:35:00+01:00
12/1/2021,8:40,1364.07,67.83,17.61,2021-12-01T08:40:00+01:00
12/1/2021,8:45,1369.53,67.02,17.88,2021-12-01T08:45:00+01:00
12/1/2021,8:50,1323.27,67.88,18.09,2021-12-01T08:50:00+01:00
12/1/2021,8:55,1197.38,68.77,18.08,2021-12-01T08:55:00+01:00
12/1/2021,9:00,1027.85,69.42,12.69,2021-12-01T09:00:00+01:00
12/1/2021,9:05,1034.84,69.23,13.63,2021-12-01T09:05:00+01:00
12/1/2021,9:10,1042.91,69.67,13.95,2021-12-01T09:10:00+01:00
12/1/2021,9:15,1054.47,69.52,14.02,2021-12-01T09:15:00+01:00
12/1/2021,9:20,1057.31,69.06,13.19,2021-12-01T09:20:00+01:00
12/1/2021,9:25,1049.02,68.83,14.62,2021-12-01T09:25:00+01:00
12/1/2021,9:30,1035.27,69.38,15.05,2021-12-01T09:30:00+01:00
12/1/2021,9:35,1102.25,69.04,16.68,2021-12-01T09:35:00+01:00
12/1/2021,9:40,1086.33,69.29,16.34,2021-12-01T09:40:00+01:00
12/1/2021,9:45,1058.62,69.33,13.3,2021-12-01T09:45:00+01:00
12/1/2021,9:50,1025.45,69.73,13.11,2021-12-01T09:50:00+01:00
12/1/2021,9:55,942.11,70.25,11.34,2021-12-01T09:55:00+01:00
12/1/2021,10:00,948.87,69.71,13.37,2021-12-01T10:00:00+01:00
12/1/2021,10:05,950.4,69.63,11.94,2021-12-01T10:05:00+01:00
12/1/2021,10:10,1007.35,69.52,12.4,2021-12-01T10:10:00+01:00
12/1/2021,10:15,999.27,69.46,13.37,2021-12-01T10:15:00+01:00
12/1/2021,10:20,1004.73,69.77,12.26,2021-12-01T10:20:00+01:00
12/1/2021,10:25,1020.65,69.42,13.92,2021-12-01T10:25:00+01:00
12/1/2021,10:30,1099.85,68.92,16.42,2021-12-01T10:30:00+01:00
12/1/2021,10:35,1108.8,68.75,15.17,2021-12-01T10:35:00+01:00
12/1/2021,10:40,1116.22,68.65,14.51,2021-12-01T10:40:00+01:00
12/1/2021,10:45,1115.13,68.98,15.56,2021-12-01T10:45:00+01:00
12/1/2021,10:50,1070.62,69.23,13.8,2021-12-01T10:50:00+01:00
12/1/2021,10:55,1049.24,69.06,14.34,2021-12-01T10:55:00+01:00
12/1/2021,11:00,1035.71,69.15,13.88,2021-12-01T11:00:00+01:00
12/1/2021,11:05,1041.38,69.17,15.02,2021-12-01T11:05:00+01:00
12/1/2021,11:10,1097.45,69,15.09,2021-12-01T11:10:00+01:00
12/1/2021,11:15,1121.24,69.04,14.66,2021-12-01T11:15:00+01:00
12/1/2021,11:20,1095.49,69.52,14.31,2021-12-01T11:20:00+01:00
12/1/2021,11:25,1145.89,69.04,15.59,2021-12-01T11:25:00+01:00
12/1/2021,11:30,1149.6,68.52,15.72,2021-12-01T11:30:00+01:00
12/1/2021,11:35,1139.35,68.23,15.46,2021-12-01T11:35:00+01:00
12/1/2021,11:40,1107.27,69.06,14.82,2021-12-01T11:40:00+01:00
12/1/2021,11:45,1149.38,68.21,14.49,2021-12-01T11:45:00+01:00
12/1/2021,11:50,1167.71,67.73,17.57,2021-12-01T11:50:00+01:00
12/1/2021,11:55,1128.22,67.48,15.66,2021-12-01T11:55:00+01:00
12/1/2021,12:00,1155.27,67.25,16.02,2021-12-01T12:00:00+01:00
12/1/2021,12:05,1166.84,67.56,16.29,2021-12-01T12:05:00+01:00
12/1/2021,12:10,1133.67,68.67,16.87,2021-12-01T12:10:00+01:00
12/1/2021,12:15,1142.84,68.98,15.62,2021-12-01T12:15:00+01:00
12/1/2021,12:20,1159.42,68.31,17.2,2021-12-01T12:20:00+01:00
12/1/2021,12:25,1161.82,67.88,14.94,2021-12-01T12:25:00+01:00
12/1/2021,12:30,1138.91,68,16.59,2021-12-01T12:30:00+01:00
12/1/2021,12:35,1212.44,68.56,16.16,2021-12-01T12:35:00+01:00
12/1/2021,12:40,1234.04,67.81,16.86,2021-12-01T12:40:00+01:00
12/1/2021,12:45,1272.22,67.35,16.94,2021-12-01T12:45:00+01:00
12/1/2021,12:50,1194.55,67.87,15.12,2021-12-01T12:50:00+01:00
12/1/2021,12:55,1150.69,68.23,16.58,2021-12-01T12:55:00+01:00
12/1/2021,13:00,1167.71,68.33,15.42,2021-12-01T13:00:00+01:00
12/1/2021,13:05,1173.38,68.31,17.98,2021-12-01T13:05:00+01:00
12/1/2021,13:10,1145.89,68,16.41,2021-12-01T13:10:00+01:00
12/1/2021,13:15,1178.4,67.67,15.09,2021-12-01T13:15:00+01:00
12/1/2021,13:20,1148.73,67.81,16,2021-12-01T13:20:00+01:00
12/1/2021,13:25,1129.53,66.69,14.65,2021-12-01T13:25:00+01:00
12/1/2021,13:30,1264.15,66.62,18.21,2021-12-01T13:30:00+01:00
12/1/2021,13:35,1289.02,66.65,17.6,2021-12-01T13:35:00+01:00
12/1/2021,13:40,1267.64,66.42,16.74,2021-12-01T13:40:00+01:00
12/1/2021,13:45,1269.6,65.62,16.76,2021-12-01T13:45:00+01:00
12/1/2021,13:50,1262.4,66.65,17.04,2021-12-01T13:50:00+01:00
12/1/2021,13:55,1207.2,67.56,16.08,2021-12-01T13:55:00+01:00
12/1/2021,14:00,1186.25,68.06,16.52,2021-12-01T14:00:00+01:00
12/1/2021,14:05,1249.09,67.67,16.51,2021-12-01T14:05:00+01:00
12/1/2021,14:10,1333.96,66.29,17.83,2021-12-01T14:10:00+01:00
12/1/2021,14:15,1382.18,66.9,19.32,2021-12-01T14:15:00+01:00
12/1/2021,14:20,1329.82,66.81,18.75,2021-12-01T14:20:00+01:00
12/1/2021,14:25,1309.75,66.19,18.16,2021-12-01T14:25:00+01:00
12/1/2021,14:30,1343.56,66.88,17.23,2021-12-01T14:30:00+01:00
12/1/2021,14:35,1439.35,65.87,18.54,2021-12-01T14:35:00+01:00
12/1/2021,14:40,1476.22,64.83,19.09,2021-12-01T14:40:00+01:00
12/1/2021,14:45,1474.04,63.17,19.96,2021-12-01T14:45:00+01:00
12/1/2021,14:50,1450.47,63.23,22.22,2021-12-01T14:50:00+01:00
12/1/2021,14:55,1391.35,64.15,21.92,2021-12-01T14:55:00+01:00
12/1/2021,15:00,1418.62,61.9,21.12,2021-12-01T15:00:00+01:00
12/1/2021,15:05,1430.18,61.13,22.22,2021-12-01T15:05:00+01:00
12/1/2021,15:10,1476.22,58.19,25.66,2021-12-01T15:10:00+01:00
12/1/2021,15:15,1516.58,55.46,27.71,2021-12-01T15:15:00+01:00
12/1/2021,15:20,1500.44,51.75,30.68,2021-12-01T15:20:00+01:00
12/1/2021,15:25,1488,50.85,31.22,2021-12-01T15:25:00+01:00
12/1/2021,15:30,1450.47,49.38,29.8,2021-12-01T15:30:00+01:00
12/1/2021,15:35,1426.25,47.25,30.88,2021-12-01T15:35:00+01:00
12/1/2021,15:40,1455.71,49.75,30.8,2021-12-01T15:40:00+01:00
12/1/2021,15:45,1481.67,46.38,31.58,2021-12-01T15:45:00+01:00
12/1/2021,15:50,1480.36,46.29,32.47,2021-12-01T15:50:00+01:00
12/1/2021,15:55,1465.31,48.48,31.62,2021-12-01T15:55:00+01:00
12/1/2021,16:00,1419.05,49.75,28.88,2021-12-01T16:00:00+01:00
12/1/2021,16:05,1488,50.87,31.66,2021-12-01T16:05:00+01:00
12/1/2021,16:10,1494.98,50.9,29.54,2021-12-01T16:10:00+01:00
12/1/2021,16:15,1488.44,49.79,32.65,2021-12-01T16:15:00+01:00
12/1/2021,16:20,1512.87,49,34.24,2021-12-01T16:20:00+01:00
12/1/2021,16:25,1444.15,48.31,32.85,2021-12-01T16:25:00+01:00
12/1/2021,16:30,1482.33,48.1,34.41,2021-12-01T16:30:00+01:00
12/1/2021,16:35,1514.84,47.33,34.32,2021-12-01T16:35:00+01:00
12/1/2021,16:40,1481.89,44.88,38.79,2021-12-01T16:40:00+01:00
12/1/2021,16:45,1435.2,43.98,38.77,2021-12-01T16:45:00+01:00
12/1/2021,16:50,1407.05,43.31,37.94,2021-12-01T16:50:00+01:00
12/1/2021,16:55,1376.95,43.4,35.91,2021-12-01T16:55:00+01:00
12/1/2021,17:00,1358.18,42.67,37.04,2021-12-01T17:00:00+01:00
12/1/2021,17:05,1393.75,42.75,38.95,2021-12-01T17:05:00+01:00
12/1/2021,17:10,1415.13,40.21,40.46,2021-12-01T17:10:00+01:00
12/1/2021,17:15,1368.65,38.62,38.92,2021-12-01T17:15:00+01:00
12/1/2021,17:20,1354.91,36.42,41.78,2021-12-01T17:20:00+01:00
12/1/2021,17:25,1325.02,35.69,41.62,2021-12-01T17:25:00+01:00
12/1/2021,17:30,1323.71,33.81,41.99,2021-12-01T17:30:00+01:00
12/1/2021,17:35,1369.09,35.63,37.79,2021-12-01T17:35:00+01:00
12/1/2021,17:40,1367.78,37.73,38.84,2021-12-01T17:40:00+01:00
12/1/2021,17:45,1355.13,40.46,36.12,2021-12-01T17:45:00+01:00
12/1/2021,17:50,1329.38,42.33,33.83,2021-12-01T17:50:00+01:00
12/1/2021,17:55,1321.09,43.29,32.72,2021-12-01T17:55:00+01:00
12/1/2021,18:00,1272.65,46.48,29.49,2021-12-01T18:00:00+01:00
12/1/2021,18:05,1292.07,49.88,26.47,2021-12-01T18:05:00+01:00
12/1/2021,18:10,1340.95,54.23,23.85,2021-12-01T18:10:00+01:00
12/1/2021,18:15,1336.36,55.25,22.92,2021-12-01T18:15:00+01:00
12/1/2021,18:20,1334.84,56.71,22,2021-12-01T18:20:00+01:00
12/1/2021,18:25,1332.65,58.44,21.84,2021-12-01T18:25:00+01:00
12/1/2021,18:30,1271.35,60.19,20.76,2021-12-01T18:30:00+01:00
12/1/2021,18:35,1176.65,62.23,16.27,2021-12-01T18:35:00+01:00
12/1/2021,18:40,1165.09,64.08,14.74,2021-12-01T18:40:00+01:00
12/1/2021,18:45,1150.69,65,14.4,2021-12-01T18:45:00+01:00
12/1/2021,18:50,1116.22,65.87,15.41,2021-12-01T18:50:00+01:00
12/1/2021,18:55,1004.07,67.13,14.98,2021-12-01T18:55:00+01:00
12/1/2021,19:00,885.38,68.23,11.22,2021-12-01T19:00:00+01:00
12/1/2021,19:05,863.35,68.21,10.85,2021-12-01T19:05:00+01:00
12/1/2021,19:10,916.58,67.81,11.8,2021-12-01T19:10:00+01:00
12/1/2021,19:15,954.55,67.65,11.98,2021-12-01T19:15:00+01:00
12/1/2021,19:20,968.73,68.31,12.14,2021-12-01T19:20:00+01:00
12/1/2021,19:25,908.73,68.42,11.42,2021-12-01T19:25:00+01:00
12/1/2021,19:30,821.67,68.5,11.53,2021-12-01T19:30:00+01:00
12/1/2021,19:35,804.22,68.12,10.22,2021-12-01T19:35:00+01:00
12/1/2021,19:40,823.42,68.5,10.95,2021-12-01T19:40:00+01:00
12/1/2021,19:45,856.58,67.94,11.37,2021-12-01T19:45:00+01:00
12/1/2021,19:50,794.84,66.38,12.07,2021-12-01T19:50:00+01:00
12/1/2021,19:55,725.67,68.31,10.25,2021-12-01T19:55:00+01:00
12/1/2021,20:00,680.95,67.21,11.07,2021-12-01T20:00:00+01:00
12/1/2021,20:05,708.44,68.15,11.06,2021-12-01T20:05:00+01:00
12/1/2021,20:10,742.25,67.58,11.19,2021-12-01T20:10:00+01:00
12/1/2021,20:15,711.27,68.21,10.35,2021-12-01T20:15:00+01:00
12/1/2021,20:20,668.95,68.65,8.74,2021-12-01T20:20:00+01:00
12/1/2021,20:25,688.8,69.63,9.23,2021-12-01T20:25:00+01:00
12/1/2021,20:30,676.15,69.27,8.96,2021-12-01T20:30:00+01:00
12/1/2021,20:35,650.62,69.52,8.63,2021-12-01T20:35:00+01:00
12/1/2021,20:40,718.04,69.94,10.63,2021-12-01T20:40:00+01:00
12/1/2021,20:45,695.13,69.37,10.48,2021-12-01T20:45:00+01:00
12/1/2021,20:50,635.35,69.29,8.96,2021-12-01T20:50:00+01:00
12/1/2021,20:55,587.13,69.44,8.64,2021-12-01T20:55:00+01:00
12/2/2021,6:00,531.71,71.96,8.48,2021-12-02T06:00:00+01:00
12/2/2021,6:05,601.09,72.04,8.34,2021-12-02T06:05:00+01:00
12/2/2021,6:10,670.04,71.48,10.16,2021-12-02T06:10:00+01:00
12/2/2021,6:15,728.07,70.98,9.78,2021-12-02T06:15:00+01:00
12/2/2021,6:20,767.78,70.44,11.27,2021-12-02T06:20:00+01:00
12/2/2021,6:25,857.67,70.31,12.05,2021-12-02T06:25:00+01:00
12/2/2021,6:30,991.42,69.67,12.64,2021-12-02T06:30:00+01:00
12/2/2021,6:35,1069.09,69.71,13.63,2021-12-02T06:35:00+01:00
12/2/2021,6:40,1100.73,69.48,16.66,2021-12-02T06:40:00+01:00
12/2/2021,6:45,1072.58,69.69,17.07,2021-12-02T06:45:00+01:00
12/2/2021,6:50,1063.85,69.98,15.43,2021-12-02T06:50:00+01:00
12/2/2021,6:55,1020,69.85,14.66,2021-12-02T06:55:00+01:00
12/2/2021,7:00,1033.75,69.94,14.52,2021-12-02T07:00:00+01:00
12/2/2021,7:05,1059.27,69.9,12.97,2021-12-02T07:05:00+01:00
12/2/2021,7:10,1143.05,69.67,15.26,2021-12-02T07:10:00+01:00
12/2/2021,7:15,1269.82,69.79,16.05,2021-12-02T07:15:00+01:00
12/2/2021,7:20,1362.33,69.73,16.49,2021-12-02T07:20:00+01:00
12/2/2021,7:25,1363.85,68.87,17.58,2021-12-02T07:25:00+01:00
12/2/2021,7:30,1393.31,67.75,18.6,2021-12-02T07:30:00+01:00
12/2/2021,7:35,1407.71,68.63,17.65,2021-12-02T07:35:00+01:00
12/2/2021,7:40,1514.84,68.19,20.94,2021-12-02T07:40:00+01:00
12/2/2021,7:45,1571.35,67.6,21.14,2021-12-02T07:45:00+01:00
12/2/2021,7:50,1519.42,68.13,21.34,2021-12-02T07:50:00+01:00
12/2/2021,7:55,1447.64,69.54,19.98,2021-12-02T07:55:00+01:00
12/2/2021,8:00,1315.64,69.44,16.27,2021-12-02T08:00:00+01:00
12/2/2021,8:05,1269.6,68.98,15.59,2021-12-02T08:05:00+01:00
12/2/2021,8:10,1304.95,69.62,16.82,2021-12-02T08:10:00+01:00
12/2/2021,8:15,1304.73,69.87,18.09,2021-12-02T08:15:00+01:00
12/2/2021,8:20,1337.24,69.48,18.74,2021-12-02T08:20:00+01:00
12/2/2021,8:25,1289.89,69.69,17.46,2021-12-02T08:25:00+01:00
12/2/2021,8:30,1220.51,69.25,16.18,2021-12-02T08:30:00+01:00
12/2/2021,8:35,1254.55,69.17,17.06,2021-12-02T08:35:00+01:00
12/2/2021,8:40,1350.11,69.02,18.09,2021-12-02T08:40:00+01:00
12/2/2021,8:45,1367.56,68.96,18.69,2021-12-02T08:45:00+01:00
12/2/2021,8:50,1298.18,69.75,18.64,2021-12-02T08:50:00+01:00
12/2/2021,8:55,1200.65,69.77,15.38,2021-12-02T08:55:00+01:00
12/2/2021,9:00,1105.09,70.21,16.62,2021-12-02T09:00:00+01:00
12/2/2021,9:05,1087.64,69.79,15.82,2021-12-02T09:05:00+01:00
12/2/2021,9:10,1011.27,69.85,12.8,2021-12-02T09:10:00+01:00
12/2/2021,9:15,1040.07,69.65,14.78,2021-12-02T09:15:00+01:00
12/2/2021,9:20,1029.6,69.15,13.12,2021-12-02T09:20:00+01:00
12/2/2021,9:25,1054.47,69.12,14.1,2021-12-02T09:25:00+01:00
12/2/2021,9:30,1086.98,69.27,14.06,2021-12-02T09:30:00+01:00
12/2/2021,9:35,1072.8,68.92,14.32,2021-12-02T09:35:00+01:00
12/2/2021,9:40,1080.87,68.9,13.22,2021-12-02T09:40:00+01:00
12/2/2021,9:45,1105.53,69.15,14.36,2021-12-02T09:45:00+01:00
12/2/2021,9:50,1119.71,69.31,15.99,2021-12-02T09:50:00+01:00
12/2/2021,9:55,1027.42,69.69,12.88,2021-12-02T09:55:00+01:00
12/2/2021,10:00,996.87,70.12,13.09,2021-12-02T10:00:00+01:00
12/2/2021,10:05,1007.56,70,12.76,2021-12-02T10:05:00+01:00
12/2/2021,10:10,1008.44,70.06,15.4,2021-12-02T10:10:00+01:00
12/2/2021,10:15,1015.2,69.46,15.42,2021-12-02T10:15:00+01:00
12/2/2021,10:20,1051.2,68.69,13.4,2021-12-02T10:20:00+01:00
12/2/2021,10:25,1071.93,68.73,13.24,2021-12-02T10:25:00+01:00
12/2/2021,10:30,1078.47,68.62,13.3,2021-12-02T10:30:00+01:00
12/2/2021,10:35,1074.76,69.79,14.74,2021-12-02T10:35:00+01:00
12/2/2021,10:40,1114.47,69.37,15.67,2021-12-02T10:40:00+01:00
12/2/2021,10:45,1107.93,69.25,16.05,2021-12-02T10:45:00+01:00
12/2/2021,10:50,1104.65,69.1,15.27,2021-12-02T10:50:00+01:00
12/2/2021,10:55,1114.47,68.77,14.94,2021-12-02T10:55:00+01:00
12/2/2021,11:00,1153.09,68.54,16.14,2021-12-02T11:00:00+01:00
12/2/2021,11:05,1116.22,69.08,15.12,2021-12-02T11:05:00+01:00
12/2/2021,11:10,1073.67,68.92,14.31,2021-12-02T11:10:00+01:00
12/2/2021,11:15,1112.29,68.92,15.49,2021-12-02T11:15:00+01:00
12/2/2021,11:20,1125.82,69.38,14.24,2021-12-02T11:20:00+01:00
12/2/2021,11:25,1088.73,68.63,15.03,2021-12-02T11:25:00+01:00
12/2/2021,11:30,1095.93,68.63,13.67,2021-12-02T11:30:00+01:00
12/2/2021,11:35,1105.31,68.65,14.6,2021-12-02T11:35:00+01:00
12/2/2021,11:40,1164.22,68.81,15.81,2021-12-02T11:40:00+01:00
12/2/2021,11:45,1187.56,68.94,15.36,2021-12-02T11:45:00+01:00
12/2/2021,11:50,1135.64,68.38,16.34,2021-12-02T11:50:00+01:00
12/2/2021,11:55,1118.4,68.79,14.91,2021-12-02T11:55:00+01:00
12/2/2021,12:00,1115.56,68.85,15.42,2021-12-02T12:00:00+01:00
12/2/2021,12:05,1164.87,68.13,15.18,2021-12-02T12:05:00+01:00
12/2/2021,12:10,1152.44,68.35,14.36,2021-12-02T12:10:00+01:00
12/2/2021,12:15,1062.11,68.58,14.92,2021-12-02T12:15:00+01:00
12/2/2021,12:20,877.09,68.77,11.38,2021-12-02T12:20:00+01:00
12/2/2021,12:25,822.33,69.04,11.76,2021-12-02T12:25:00+01:00
12/2/2021,12:30,828,70.1,9.88,2021-12-02T12:30:00+01:00
12/2/2021,12:35,820.8,70.27,11.72,2021-12-02T12:35:00+01:00
12/2/2021,12:40,873.16,70.75,13.7,2021-12-02T12:40:00+01:00
12/2/2021,12:45,933.6,70.19,13.8,2021-12-02T12:45:00+01:00
12/2/2021,12:50,1042.47,69.19,14.74,2021-12-02T12:50:00+01:00
12/2/2021,12:55,1239.71,69.15,16.96,2021-12-02T12:55:00+01:00
12/2/2021,13:00,1328.73,68.08,18.22,2021-12-02T13:00:00+01:00
12/2/2021,13:05,1315.64,66.9,17.95,2021-12-02T13:05:00+01:00
12/2/2021,13:10,1384.36,65.06,20.5,2021-12-02T13:10:00+01:00
12/2/2021,13:15,1393.53,64.35,21.32,2021-12-02T13:15:00+01:00
12/2/2021,13:20,1304.51,64.85,19.46,2021-12-02T13:20:00+01:00
12/2/2021,13:25,1241.45,65.27,18.74,2021-12-02T13:25:00+01:00
12/2/2021,13:30,1221.6,67.04,18,2021-12-02T13:30:00+01:00
12/2/2021,13:35,1217.89,66.6,18.34,2021-12-02T13:35:00+01:00
12/2/2021,13:40,1228.36,67.1,17.3,2021-12-02T13:40:00+01:00
12/2/2021,13:45,1234.47,67.42,18.34,2021-12-02T13:45:00+01:00
12/2/2021,13:50,1240.58,67.65,16.33,2021-12-02T13:50:00+01:00
12/2/2021,13:55,1285.09,67.35,17.46,2021-12-02T13:55:00+01:00
12/2/2021,14:00,1324.8,66.75,18.28,2021-12-02T14:00:00+01:00
12/2/2021,14:05,1306.69,67.1,17.64,2021-12-02T14:05:00+01:00
12/2/2021,14:10,1343.13,65.42,18.27,2021-12-02T14:10:00+01:00
12/2/2021,14:15,1376.29,65.52,19.21,2021-12-02T14:15:00+01:00
12/2/2021,14:20,1323.93,64.83,17.61,2021-12-02T14:20:00+01:00
12/2/2021,14:25,1327.64,64.31,18.59,2021-12-02T14:25:00+01:00
12/2/2021,14:30,1335.71,63.81,22.09,2021-12-02T14:30:00+01:00
12/2/2021,14:35,1378.91,62.31,22.81,2021-12-02T14:35:00+01:00
12/2/2021,14:40,1395.05,59.4,23.08,2021-12-02T14:40:00+01:00
12/2/2021,14:45,1405.75,57.19,26.14,2021-12-02T14:45:00+01:00
12/2/2021,14:50,1447.64,55.69,28.19,2021-12-02T14:50:00+01:00
12/2/2021,14:55,1387.2,53.98,28.61,2021-12-02T14:55:00+01:00
12/2/2021,15:00,1421.89,55.58,27.88,2021-12-02T15:00:00+01:00
12/2/2021,15:05,1402.04,55.63,27.87,2021-12-02T15:05:00+01:00
12/2/2021,15:10,1458.33,55.38,27.54,2021-12-02T15:10:00+01:00
12/2/2021,15:15,1529.67,55.4,27.01,2021-12-02T15:15:00+01:00
12/2/2021,15:20,1493.67,54.04,28.95,2021-12-02T15:20:00+01:00
12/2/2021,15:25,1500.22,52.19,29.84,2021-12-02T15:25:00+01:00
12/2/2021,15:30,1475.13,53.02,26.66,2021-12-02T15:30:00+01:00
12/2/2021,15:35,1438.91,54.5,26.22,2021-12-02T15:35:00+01:00
12/2/2021,15:40,1503.93,53.31,26.21,2021-12-02T15:40:00+01:00
12/2/2021,15:45,1562.4,52.42,28.59,2021-12-02T15:45:00+01:00
12/2/2021,15:50,1469.67,52.33,27.98,2021-12-02T15:50:00+01:00
12/2/2021,15:55,1421.89,50.69,28.8,2021-12-02T15:55:00+01:00
12/2/2021,16:00,1476,50.92,29.08,2021-12-02T16:00:00+01:00
12/2/2021,16:05,1469.89,51.54,29.96,2021-12-02T16:05:00+01:00
12/2/2021,16:10,1505.45,46.88,33.48,2021-12-02T16:10:00+01:00
12/2/2021,16:15,1492.15,45.46,33.76,2021-12-02T16:15:00+01:00
12/2/2021,16:20,1483.2,43.83,33.77,2021-12-02T16:20:00+01:00
12/2/2021,16:25,1510.47,43.85,34.95,2021-12-02T16:25:00+01:00
12/2/2021,16:30,1512.65,42.29,36.43,2021-12-02T16:30:00+01:00
12/2/2021,16:35,1512.87,42.6,36.2,2021-12-02T16:35:00+01:00
12/2/2021,16:40,1490.4,44.4,34.04,2021-12-02T16:40:00+01:00
12/2/2021,16:45,1444.58,44.87,34.16,2021-12-02T16:45:00+01:00
12/2/2021,16:50,1440.65,43.5,35.76,2021-12-02T16:50:00+01:00
12/2/2021,16:55,1418.4,44.33,34.19,2021-12-02T16:55:00+01:00
12/2/2021,17:00,1435.85,43.85,32.16,2021-12-02T17:00:00+01:00
12/2/2021,17:05,1459.85,46.73,29.56,2021-12-02T17:05:00+01:00
12/2/2021,17:10,1473.6,45.12,31.08,2021-12-02T17:10:00+01:00
12/2/2021,17:15,1467.71,43.06,32.13,2021-12-02T17:15:00+01:00
12/2/2021,17:20,1451.56,40.48,35.17,2021-12-02T17:20:00+01:00
12/2/2021,17:25,1378.25,39.62,37.2,2021-12-02T17:25:00+01:00
12/2/2021,17:30,1409.24,39.1,36.33,2021-12-02T17:30:00+01:00
12/2/2021,17:35,1428.87,38.81,35.94,2021-12-02T17:35:00+01:00
12/2/2021,17:40,1388.95,38.71,37.01,2021-12-02T17:40:00+01:00
12/2/2021,17:45,1442.84,41.4,37.59,2021-12-02T17:45:00+01:00
12/2/2021,17:50,1402.25,43.92,35.34,2021-12-02T17:50:00+01:00
12/2/2021,17:55,1333.09,46.48,29.22,2021-12-02T17:55:00+01:00
12/2/2021,18:00,1302.55,49.5,27.87,2021-12-02T18:00:00+01:00
12/2/2021,18:05,1297.31,52.62,27.08,2021-12-02T18:05:00+01:00
12/2/2021,18:10,1327.64,54.25,27.99,2021-12-02T18:10:00+01:00
12/2/2021,18:15,1344,54.06,26.38,2021-12-02T18:15:00+01:00
12/2/2021,18:20,1351.64,55.23,24.91,2021-12-02T18:20:00+01:00
12/2/2021,18:25,1307.78,59.04,22.01,2021-12-02T18:25:00+01:00
12/2/2021,18:30,1242.33,60.85,20.38,2021-12-02T18:30:00+01:00
12/2/2021,18:35,1190.18,63.08,19.38,2021-12-02T18:35:00+01:00
12/2/2021,18:40,1126.91,65.06,15.9,2021-12-02T18:40:00+01:00
12/2/2021,18:45,1038.55,66.81,15.3,2021-12-02T18:45:00+01:00
12/2/2021,18:50,1023.71,67.5,14.82,2021-12-02T18:50:00+01:00
12/2/2021,18:55,1007.78,68.17,12.81,2021-12-02T18:55:00+01:00
12/2/2021,19:00,954.76,68.94,11.95,2021-12-02T19:00:00+01:00
12/2/2021,19:05,951.93,68.54,13.34,2021-12-02T19:05:00+01:00
12/2/2021,19:10,987.05,69.35,13.24,2021-12-02T19:10:00+01:00
12/2/2021,19:15,994.25,68.87,11.81,2021-12-02T19:15:00+01:00
12/2/2021,19:20,973.09,69.12,11.78,2021-12-02T19:20:00+01:00
12/2/2021,19:25,917.67,68.9,11.09,2021-12-02T19:25:00+01:00
12/2/2021,19:30,830.62,70.21,11.88,2021-12-02T19:30:00+01:00
