date,time,Flow,Speed,Density,Occupancy
12/1/2021,6:00,546.55,71.56,7.85,7.852
12/1/2021,6:05,561.82,71.77,8.49,8.488
12/1/2021,6:10,660.44,70.94,9.03,9.028
12/1/2021,6:15,750.76,71.6,10.36,10.356
12/1/2021,6:20,769.96,70.29,10.24,10.244
12/1/2021,6:25,872.51,69.67,11.04,11.044
12/1/2021,6:30,945.82,69.52,12.93,12.932
12/1/2021,6:35,985.09,69.73,12.26,12.264
12/1/2021,6:40,1141.53,69.15,14.42,14.416
12/1/2021,6:45,1159.42,68.94,14.62,14.624
12/1/2021,6:50,1123.42,69.5,15.33,15.332
12/1/2021,6:55,1046.4,69.87,13.13,13.128
12/1/2021,7:00,996.65,70.56,12.7,12.704
12/1/2021,7:05,1082.62,70.06,15.29,15.292
12/1/2021,7:10,1185.16,69.06,15.68,15.676
12/1/2021,7:15,1331.56,68.29,17.24,17.244
12/1/2021,7:20,1395.71,67.46,17.9,17.904
12/1/2021,7:25,1450.47,67.37,20.0,20.0
12/1/2021,7:30,1494.55,67.13,21.4,21.4
12/1/2021,7:35,1514.62,67.08,19.77,19.772
12/1/2021,7:40,1615.42,66.85,20.58,20.584
12/1/2021,7:45,1616.29,66.42,20.3,20.296
12/1/2021,7:50,1437.82,67.17,17.43,17.428
12/1/2021,7:55,1306.91,69.21,16.48,16.484
12/1/2021,8:00,1240.15,69.65,15.39,15.388
12/1/2021,8:05,1212.65,70.4,15.14,15.136
12/1/2021,8:10,1290.55,70.17,16.65,16.652
12/1/2021,8:15,1309.31,69.33,17.06,17.056
12/1/2021,8:20,1279.85,69.19,17.06,17.056
12/1/2021,8:25,1310.18,68.85,17.02,17.02
12/1/2021,8:30,1361.67,68.85,17.42,17.42
12/1/2021,8:35,1337.24,69.75,17.26,17.264
12/1/2021,8:40,1364.07,67.83,17.61,17.612
12/1/2021,8:45,1369.53,67.02,17.88,17.884
12/1/2021,8:50,1323.27,67.88,18.09,18.092
12/1/2021,8:55,1197.38,68.77,18.08,18.076
12/1/2021,9:00,1027.85,69.42,12.69,12.688
12/1/2021,9:05,1034.84,69.23,13.63,13.632
12/1/2021,9:10,1042.91,69.67,13.95,13.952
12/1/2021,9:15,1054.47,69.52,14.02,14.02
12/1/2021,9:20,1057.31,69.06,13.19,13.192
12/1/2021,9:25,1049.02,68.83,14.62,14.62
12/1/2021,9:30,1035.27,69.38,15.05,15.048
12/1/2021,9:35,1102.25,69.04,16.68,16.676
12/1/2021,9:40,1086.33,69.29,16.34,16.336
12/1/2021,9:45,1058.62,69.33,13.3,13.3
12/1/2021,9:50,1025.45,69.73,13.11,13.112
12/1/2021,9:55,942.11,70.25,11.34,11.344
12/1/2021,10:00,948.87,69.71,13.37,13.372
12/1/2021,10:05,950.4,69.63,11.94,11.94
12/1/2021,10:10,1007.35,69.52,12.4,12.404
12/1/2021,10:15,999.27,69.46,13.37,13.372
12/1/2021,10:20,1004.73,69.77,12.26,12.264
12/1/2021,10:25,1020.65,69.42,13.92,13.916
12/1/2021,10:30,1099.85,68.92,16.42,16.424
12/1/2021,10:35,1108.8,68.75,15.17,15.172
12/1/2021,10:40,1116.22,68.65,14.51,14.508
12/1/2021,10:45,1115.13,68.98,15.56,15.56
12/1/2021,10:50,1070.62,69.23,13.8,13.804
12/1/2021,10:55,1049.24,69.06,14.34,14.336
12/1/2021,11:00,1035.71,69.15,13.88,13.88
12/1/2021,11:05,1041.38,69.17,15.02,15.016
12/1/2021,11:10,1097.45,69.0,15.09,15.092
12/1/2021,11:15,1121.24,69.04,14.66,14.66
12/1/2021,11:20,1095.49,69.52,14.31,14.308
12/1/2021,11:25,1145.89,69.04,15.59,15.592
12/1/2021,11:30,1149.6,68.52,15.72,15.72
12/1/2021,11:35,1139.35,68.23,15.46,15.456
12/1/2021,11:40,1107.27,69.06,14.82,14.816
12/1/2021,11:45,1149.38,68.21,14.49,14.488
12/1/2021,11:50,1167.71,67.73,17.57,17.572
12/1/2021,11:55,1128.22,67.48,15.66,15.66
12/1/2021,12:00,1155.27,67.25,16.02,16.02
12/1/2021,12:05,1166.84,67.56,16.29,16.288
12/1/2021,12:10,1133.67,68.67,16.87,16.868
12/1/2021,12:15,1142.84,68.98,15.62,15.624
12/1/2021,12:20,1159.42,68.31,17.2,17.196
12/1/2021,12:25,1161.82,67.88,14.94,14.94
12/1/2021,12:30,1138.91,68.0,16.59,16.588
12/1/2021,12:35,1212.44,68.56,16.16,16.16
12/1/2021,12:40,1234.04,67.81,16.86,16.856
12/1/2021,12:45,1272.22,67.35,16.94,16.936
12/1/2021,12:50,1194.55,67.87,15.12,15.124
12/1/2021,12:55,1150.69,68.23,16.58,16.584
12/1/2021,13:00,1167.71,68.33,15.42,15.424
12/1/2021,13:05,1173.38,68.31,17.98,17.984
12/1/2021,13:10,1145.89,68.0,16.41,16.408
12/1/2021,13:15,1178.4,67.67,15.09,15.092
12/1/2021,13:20,1148.73,67.81,16.0,16.004
12/1/2021,13:25,1129.53,66.69,14.65,14.652
12/1/2021,13:30,1264.15,66.62,18.21,18.208
12/1/2021,13:35,1289.02,66.65,17.6,17.6
12/1/2021,13:40,1267.64,66.42,16.74,16.736
12/1/2021,13:45,1269.6,65.62,16.76,16.756
12/1/2021,13:50,1262.4,66.65,17.04,17.036
12/1/2021,13:55,1207.2,67.56,16.08,16.076
12/1/2021,14:00,1186.25,68.06,16.52,16.524
12/1/2021,14:05,1249.09,67.67,16.51,16.512
12/1/2021,14:10,1333.96,66.29,17.83,17.832
12/1/2021,14:15,1382.18,66.9,19.32,19.324
12/1/2021,14:20,1329.82,66.81,18.75,18.752
12/1/2021,14:25,1309.75,66.19,18.16,18.16
12/1/2021,14:30,1343.56,66.88,17.23,17.232
12/1/2021,14:35,1439.35,65.87,18.54,18.544
12/1/2021,14:40,1476.22,64.83,19.09,19.092
12/1/2021,14:45,1474.04,63.17,19.96,19.956
12/1/2021,14:50,1450.47,63.23,22.22,22.216
12/1/2021,14:55,1391.35,64.15,21.92,21.916
12/1/2021,15:00,1418.62,61.9,21.12,21.12
12/1/2021,15:05,1430.18,61.13,22.22,22.216
12/1/2021,15:10,1476.22,58.19,25.66,25.656
12/1/2021,15:15,1516.58,55.46,27.71,27.712
12/1/2021,15:20,1500.44,51.75,30.68,30.676
12/1/2021,15:25,1488.0,50.85,31.22,31.22
12/1/2021,15:30,1450.47,49.38,29.8,29.796
12/1/2021,15:35,1426.25,47.25,30.88,30.876
12/1/2021,15:40,1455.71,49.75,30.8,30.804
12/1/2021,15:45,1481.67,46.38,31.58,31.584
12/1/2021,15:50,1480.36,46.29,32.47,32.472
12/1/2021,15:55,1465.31,48.48,31.62,31.62
12/1/2021,16:00,1419.05,49.75,28.88,28.876
12/1/2021,16:05,1488.0,50.87,31.66,31.66
12/1/2021,16:10,1494.98,50.9,29.54,29.54
12/1/2021,16:15,1488.44,49.79,32.65,32.648
12/1/2021,16:20,1512.87,49.0,34.24,34.244
12/1/2021,16:25,1444.15,48.31,32.85,32.852
12/1/2021,16:30,1482.33,48.1,34.41,34.408
12/1/2021,16:35,1514.84,47.33,34.32,34.324
12/1/2021,16:40,1481.89,44.88,38.79,38.792
12/1/2021,16:45,1435.2,43.98,38.77,38.772
12/1/2021,16:50,1407.05,43.31,37.94,37.944
12/1/2021,16:55,1376.95,43.4,35.91,35.912
12/1/2021,17:00,1358.18,42.67,37.04,37.04
12/1/2021,17:05,1393.75,42.75,38.95,38.952
12/1/2021,17:10,1415.13,40.21,40.46,40.464
12/1/2021,17:15,1368.65,38.62,38.92,38.92
12/1/2021,17:20,1354.91,36.42,41.78,41.784
12/1/2021,17:25,1325.02,35.69,41.62,41.62
12/1/2021,17:30,1323.71,33.81,41.99,41.992
12/1/2021,17:35,1369.09,35.63,37.79,37.788
12/1/2021,17:40,1367.78,37.73,38.84,38.836
12/1/2021,17:45,1355.13,40.46,36.12,36.12
12/1/2021,17:50,1329.38,42.33,33.83,33.828
12/1/2021,17:55,1321.09,43.29,32.72,32.724
12/1/2021,18:00,1272.65,46.48,29.49,29.488
12/1/2021,18:05,1292.07,49.88,26.47,26.468
12/1/2021,18:10,1340.95,54.23,23.85,23.848
12/1/2021,18:15,1336.36,55.25,22.92,22.924
12/1/2021,18:20,1334.84,56.71,22.0,22.004
12/1/2021,18:25,1332.65,58.44,21.84,21.836
12/1/2021,18:30,1271.35,60.19,20.76,20.76
12/1/2021,18:35,1176.65,62.23,16.27,16.268
12/1/2021,18:40,1165.09,64.08,14.74,14.744
12/1/2021,18:45,1150.69,65.0,14.4,14.404
12/1/2021,18:50,1116.22,65.87,15.41,15.408
12/1/2021,18:55,1004.07,67.13,14.98,14.984
12/1/2021,19:00,885.38,68.23,11.22,11.216
12/1/2021,19:05,863.35,68.21,10.85,10.848
12/1/2021,19:10,916.58,67.81,11.8,11.796
12/1/2021,19:15,954.55,67.65,11.98,11.984
12/1/2021,19:20,968.73,68.31,12.14,12.136
12/1/2021,19:25,908.73,68.42,11.42,11.424
12/1/2021,19:30,821.67,68.5,11.53,11.532
12/1/2021,19:35,804.22,68.12,10.22,10.22
12/1/2021,19:40,823.42,68.5,10.95,10.952
12/1/2021,19:45,856.58,67.94,11.37,11.372
12/1/2021,19:50,794.84,66.38,12.07,12.068
12/1/2021,19:55,725.67,68.31,10.25,10.252
12/1/2021,20:00,680.95,67.21,11.07,11.068
12/1/2021,20:05,708.44,68.15,11.06,11.064
12/1/2021,20:10,742.25,67.58,11.19,11.188
12/1/2021,20:15,711.27,68.21,10.35,10.352
12/1/2021,20:20,668.95,68.65,8.74,8.744
12/1/2021,20:25,688.8,69.63,9.23,9.228
12/1/2021,20:30,676.15,69.27,8.96,8.96
12/1/2021,20:35,650.62,69.52,8.63,8.628
12/1/2021,20:40,718.04,69.94,10.63,10.632
12/1/2021,20:45,695.13,69.37,10.48,10.48
12/1/2021,20:50,635.35,69.29,8.96,8.964
12/1/2021,20:55,587.13,69.44,8.64,8.64
12/2/2021,6:00,531.71,71.96,8.48,8.476
12/2/2021,6:05,601.09,72.04,8.34,8.344
12/2/2021,6:10,670.04,71.48,10.16,10.156
12/2/2021,6:15,728.07,70.98,9.78,9.78
12/2/2021,6:20,767.78,70.44,11.27,11.272
12/2/2021,6:25,857.67,70.31,12.05,12.052
12/2/2021,6:30,991.42,69.67,12.64,12.64
12/2/2021,6:35,1069.09,69.71,13.63,13.632
12/2/2021,6:40,1100.73,69.48,16.66,16.664
12/2/2021,6:45,1072.58,69.69,17.07,17.072
12/2/2021,6:50,1063.85,69.98,15.43,15.432
12/2/2021,6:55,1020.0,69.85,14.66,14.656
12/2/2021,7:00,1033.75,69.94,14.52,14.52
12/2/2021,7:05,1059.27,69.9,12.97,12.972
12/2/2021,7:10,1143.05,69.67,15.26,15.26
12/2/2021,7:15,1269.82,69.79,16.05,16.048
12/2/2021,7:20,1362.33,69.73,16.49,16.492
12/2/2021,7:25,1363.85,68.87,17.58,17.58
12/2/2021,7:30,1393.31,67.75,18.6,18.604
12/2/2021,7:35,1407.71,68.63,17.65,17.652
12/2/2021,7:40,1514.84,68.19,20.94,20.94
12/2/2021,7:45,1571.35,67.6,21.14,21.144
12/2/2021,7:50,1519.42,68.13,21.34,21.344
12/2/2021,7:55,1447.64,69.54,19.98,19.98
12/2/2021,8:00,1315.64,69.44,16.27,16.272
12/2/2021,8:05,1269.6,68.98,15.59,15.588
12/2/2021,8:10,1304.95,69.62,16.82,16.816
12/2/2021,8:15,1304.73,69.87,18.09,18.092
12/2/2021,8:20,1337.24,69.48,18.74,18.744
12/2/2021,8:25,1289.89,69.69,17.46,17.464
12/2/2021,8:30,1220.51,69.25,16.18,16.176
12/2/2021,8:35,1254.55,69.17,17.06,17.06
12/2/2021,8:40,1350.11,69.02,18.09,18.092
12/2/2021,8:45,1367.56,68.96,18.69,18.692
12/2/2021,8:50,1298.18,69.75,18.64,18.644
12/2/2021,8:55,1200.65,69.77,15.38,15.376
12/2/2021,9:00,1105.09,70.21,16.62,16.616
12/2/2021,9:05,1087.64,69.79,15.82,15.816
12/2/2021,9:10,1011.27,69.85,12.8,12.796
12/2/2021,9:15,1040.07,69.65,14.78,14.784
12/2/2021,9:20,1029.6,69.15,13.12,13.12
12/2/2021,9:25,1054.47,69.12,14.1,14.096
12/2/2021,9:30,1086.98,69.27,14.06,14.056
12/2/2021,9:35,1072.8,68.92,14.32,14.32
12/2/2021,9:40,1080.87,68.9,13.22,13.216
12/2/2021,9:45,1105.53,69.15,14.36,14.356
12/2/2021,9:50,1119.71,69.31,15.99,15.992
12/2/2021,9:55,1027.42,69.69,12.88,12.876
12/2/2021,10:00,996.87,70.12,13.09,13.092
12/2/2021,10:05,1007.56,70.0,12.76,12.76
12/2/2021,10:10,1008.44,70.06,15.4,15.396
12/2/2021,10:15,1015.2,69.46,15.42,15.424
12/2/2021,10:20,1051.2,68.69,13.4,13.4
12/2/2021,10:25,1071.93,68.73,13.24,13.236
12/2/2021,10:30,1078.47,68.62,13.3,13.296
12/2/2021,10:35,1074.76,69.79,14.74,14.736
12/2/2021,10:40,1114.47,69.37,15.67,15.668
12/2/2021,10:45,1107.93,69.25,16.05,16.048
12/2/2021,10:50,1104.65,69.1,15.27,15.268
12/2/2021,10:55,1114.47,68.77,14.94,14.936
12/2/2021,11:00,1153.09,68.54,16.14,16.136
12/2/2021,11:05,1116.22,69.08,15.12,15.124
12/2/2021,11:10,1073.67,68.92,14.31,14.312
12/2/2021,11:15,1112.29,68.92,15.49,15.492
12/2/2021,11:20,1125.82,69.38,14.24,14.24
12/2/2021,11:25,1088.73,68.63,15.03,15.032
12/2/2021,11:30,1095.93,68.63,13.67,13.668
12/2/2021,11:35,1105.31,68.65,14.6,14.6
12/2/2021,11:40,1164.22,68.81,15.81,15.808
12/2/2021,11:45,1187.56,68.94,15.36,15.356
12/2/2021,11:50,1135.64,68.38,16.34,16.336
12/2/2021,11:55,1118.4,68.79,14.91,14.908
12/2/2021,12:00,1115.56,68.85,15.42,15.424
12/2/2021,12:05,1164.87,68.13,15.18,15.184
12/2/2021,12:10,1152.44,68.35,14.36,14.364
12/2/2021,12:15,1062.11,68.58,14.92,14.92
12/2/2021,12:20,877.09,68.77,11.38,11.38
12/2/2021,12:25,822.33,69.04,11.76,11.764
12/2/2021,12:30,828.0,70.1,9.88,9.884
12/2/2021,12:35,820.8,70.27,11.72,11.724
12/2/2021,12:40,873.16,70.75,13.7,13.696
12/2/2021,12:45,933.6,70.19,13.8,13.804
12/2/2021,12:50,1042.47,69.19,14.74,14.744
12/2/2021,12:55,1239.71,69.15,16.96,16.964
12/2/2021,13:00,1328.73,68.08,18.22,18.22
12/2/2021,13:05,1315.64,66.9,17.95,17.948
12/2/2021,13:10,1384.36,65.06,20.5,20.5
12/2/2021,13:15,1393.53,64.35,21.32,21.32
12/2/2021,13:20,1304.51,64.85,19.46,19.46
12/2/2021,13:25,1241.45,65.27,18.74,18.74
12/2/2021,13:30,1221.6,67.04,18.0,17.996
12/2/2021,13:35,1217.89,66.6,18.34,18.34
12/2/2021,13:40,1228.36,67.1,17.3,17.296
12/2/2021,13:45,1234.47,67.42,18.34,18.34
12/2/2021,13:50,1240.58,67.65,16.33,16.332
12/2/2021,13:55,1285.09,67.35,17.46,17.464
12/2/2021,14:00,1324.8,66.75,18.28,18.276
12/2/2021,14:05,1306.69,67.1,17.64,17.636
12/2/2021,14:10,1343.13,65.42,18.27,18.268
12/2/2021,14:15,1376.29,65.52,19.21,19.208
12/2/2021,14:20,1323.93,64.83,17.61,17.612
12/2/2021,14:25,1327.64,64.31,18.59,18.592
12/2/2021,14:30,1335.71,63.81,22.09,22.092
12/2/2021,14:35,1378.91,62.31,22.81,22.808
12/2/2021,14:40,1395.05,59.4,23.08,23.08
12/2/2021,14:45,1405.75,57.19,26.14,26.136
12/2/2021,14:50,1447.64,55.69,28.19,28.188
12/2/2021,14:55,1387.2,53.98,28.61,28.612
12/2/2021,15:00,1421.89,55.58,27.88,27.884
12/2/2021,15:05,1402.04,55.63,27.87,27.872
12/2/2021,15:10,1458.33,55.38,27.54,27.54
12/2/2021,15:15,1529.67,55.4,27.01,27.008
12/2/2021,15:20,1493.67,54.04,28.95,28.952
12/2/2021,15:25,1500.22,52.19,29.84,29.84
12/2/2021,15:30,1475.13,53.02,26.66,26.66
12/2/2021,15:35,1438.91,54.5,26.22,26.216
12/2/2021,15:40,1503.93,53.31,26.21,26.212
12/2/2021,15:45,1562.4,52.42,28.59,28.588
12/2/2021,15:50,1469.67,52.33,27.98,27.976
12/2/2021,15:55,1421.89,50.69,28.8,28.804
12/2/2021,16:00,1476.0,50.92,29.08,29.084
12/2/2021,16:05,1469.89,51.54,29.96,29.96
12/2/2021,16:10,1505.45,46.88,33.48,33.48
12/2/2021,16:15,1492.15,45.46,33.76,33.76
12/2/2021,16:20,1483.2,43.83,33.77,33.768
12/2/2021,16:25,1510.47,43.85,34.95,34.952
12/2/2021,16:30,1512.65,42.29,36.43,36.432
12/2/2021,16:35,1512.87,42.6,36.2,36.2
12/2/2021,16:40,1490.4,44.4,34.04,34.036
12/2/2021,16:45,1444.58,44.87,34.16,34.16
12/2/2021,16:50,1440.65,43.5,35.76,35.764
12/2/2021,16:55,1418.4,44.33,34.19,34.192
12/2/2021,17:00,1435.85,43.85,32.16,32.16
12/2/2021,17:05,1459.85,46.73,29.56,29.56
12/2/2021,17:10,1473.6,45.12,31.08,31.08
12/2/2021,17:15,1467.71,43.06,32.13,32.128
12/2/2021,17:20,1451.56,40.48,35.17,35.172
12/2/2021,17:25,1378.25,39.62,37.2,37.196
12/2/2021,17:30,1409.24,39.1,36.33,36.328
12/2/2021,17:35,1428.87,38.81,35.94,35.936
12/2/2021,17:40,1388.95,38.71,37.01,37.012
12/2/2021,17:45,1442.84,41.4,37.59,37.592
12/2/2021,17:50,1402.25,43.92,35.34,35.344
12/2/2021,17:55,1333.09,46.48,29.22,29.216
12/2/2021,18:00,1302.55,49.5,27.87,27.868
12/2/2021,18:05,1297.31,52.62,27.08,27.076
12/2/2021,18:10,1327.64,54.25,27.99,27.992
12/2/2021,18:15,1344.0,54.06,26.38,26.38
12/2/2021,18:20,1351.64,55.23,24.91,24.912
12/2/2021,18:25,1307.78,59.04,22.01,22.012
12/2/2021,18:30,1242.33,60.85,20.38,20.376
12/2/2021,18:35,1190.18,63.08,19.38,19.38
12/2/2021,18:40,1126.91,65.06,15.9,15.9
12/2/2021,18:45,1038.55,66.81,15.3,15.3
12/2/2021,18:50,1023.71,67.5,14.82,14.816
12/2/2021,18:55,1007.78,68.17,12.81,12.812
12/2/2021,19:00,954.76,68.94,11.95,11.952
12/2/2021,19:05,951.93,68.54,13.34,13.34
12/2/2021,19:10,987.05,69.35,13.24,13.24
12/2/2021,19:15,994.25,68.87,11.81,11.812
12/2/2021,19:20,973.09,69.12,11.78,11.784
12/2/2021,19:25,917.67,68.9,11.09,11.092
12/2/2021,19:30,830.62,70.21,11.88,11.88
12/2/2021,19:35,833.24,70.19,12.3,12.296
12/2/2021,19:40,834.55,69.96,11.92,11.92
12/2/2021,19:45,870.33,70.31,12.74,12.744
12/2/2021,19:50,816.0,70.21,10.18,10.176
12/2/2021,19:55,761.24,70.27,12.05,12.052
12/2/2021,20:00,744.0,69.65,11.29,11.288
12/2/2021,20:05,733.53,69.92,11.05,11.048
12/2/2021,20:10,757.53,69.92,10.15,10.152
12/2/2021,20:15,770.84,69.79,11.12,11.124
12/2/2021,20:20,776.29,69.67,10.13,10.128
12/2/2021,20:25,781.09,70.08,8.95,8.952
12/2/2021,20:30,708.44,70.02,8.0,8.004
12/2/2021,20:35,704.51,70.38,8.35,8.352
12/2/2021,20:40,721.75,69.5,8.74,8.74
12/2/2021,20:45,717.38,69.5,8.78,8.78
12/2/2021,20:50,626.18,70.06,7.62,7.624
12/2/2021,20:55,594.55,70.54,7.6,7.6
12/3/2021,6:00,499.42,71.37,6.61,6.608
12/3/2021,6:05,551.13,71.54,8.87,8.872
12/3/2021,6:10,644.29,70.67,7.88,7.876
12/3/2021,6:15,743.13,70.44,8.97,8.972
12/3/2021,6:20,781.96,70.44,11.15,11.148
12/3/2021,6:25,802.91,70.17,10.72,10.724
12/3/2021,6:30,839.56,69.56,11.4,11.4
12/3/2021,6:35,922.91,69.54,11.74,11.736
12/3/2021,6:40,959.35,69.98,12.92,12.924
12/3/2021,6:45,990.76,69.44,13.62,13.624
12/3/2021,6:50,977.67,69.94,11.56,11.564
12/3/2021,6:55,974.18,70.31,11.69,11.688
12/3/2021,7:00,981.16,70.15,11.67,11.672
12/3/2021,7:05,1062.33,68.98,14.53,14.528
12/3/2021,7:10,1161.82,69.52,14.28,14.276
12/3/2021,7:15,1207.42,69.52,14.89,14.888
12/3/2021,7:20,1251.05,69.38,16.72,16.72
12/3/2021,7:25,1268.29,68.33,16.13,16.132
12/3/2021,7:30,1295.78,68.54,15.96,15.96
12/3/2021,7:35,1405.53,68.02,17.85,17.848
12/3/2021,7:40,1470.76,67.33,18.18,18.18
12/3/2021,7:45,1465.75,68.02,18.04,18.044
12/3/2021,7:50,1419.27,69.31,17.92,17.924
12/3/2021,7:55,1352.07,69.23,18.12,18.116
12/3/2021,8:00,1273.09,69.87,17.54,17.536
12/3/2021,8:05,1253.45,70.08,16.44,16.444
12/3/2021,8:10,1252.58,69.87,16.06,16.056
12/3/2021,8:15,1305.16,69.71,17.58,17.584
12/3/2021,8:20,1253.89,70.27,15.57,15.572
12/3/2021,8:25,1249.31,70.23,15.33,15.328
12/3/2021,8:30,1182.11,69.21,14.6,14.6
12/3/2021,8:35,1254.55,68.65,15.74,15.736
12/3/2021,8:40,1294.47,68.94,16.7,16.696
12/3/2021,8:45,1262.84,69.48,15.83,15.828
12/3/2021,8:50,1228.58,69.1,15.56,15.556
12/3/2021,8:55,1097.67,69.46,13.47,13.472
12/3/2021,9:00,1038.11,70.44,12.97,12.968
12/3/2021,9:05,1023.05,69.52,12.5,12.496
12/3/2021,9:10,1037.45,69.29,13.66,13.656
12/3/2021,9:15,1063.85,68.46,13.53,13.528
12/3/2021,9:20,1077.16,68.88,13.7,13.696
12/3/2021,9:25,1112.07,68.94,14.1,14.096
12/3/2021,9:30,1140.44,68.88,15.78,15.784
12/3/2021,9:35,1160.07,68.5,14.96,14.956
12/3/2021,9:40,1187.78,68.35,15.08,15.076
12/3/2021,9:45,1181.89,68.98,16.68,16.68
12/3/2021,9:50,1112.73,69.06,15.59,15.588
12/3/2021,9:55,984.44,69.23,12.82,12.816
12/3/2021,10:00,960.65,69.42,13.84,13.84
12/3/2021,10:05,1014.76,69.88,14.54,14.544
12/3/2021,10:10,1043.56,68.79,15.62,15.616
12/3/2021,10:15,1085.02,68.12,15.96,15.964
12/3/2021,10:20,1059.71,67.85,15.82,15.824
12/3/2021,10:25,1070.18,67.54,17.38,17.384
12/3/2021,10:30,1113.82,68.13,16.07,16.068
12/3/2021,10:35,1106.18,68.29,15.54,15.544
12/3/2021,10:40,1134.76,68.04,17.26,17.256
12/3/2021,10:45,1122.98,68.65,15.88,15.876
12/3/2021,10:50,1139.56,68.71,14.83,14.828
12/3/2021,10:55,1163.78,70.37,15.0,15.0
12/3/2021,11:00,1138.04,68.96,16.76,16.764
12/3/2021,11:05,1134.33,68.81,15.87,15.868
12/3/2021,11:10,1182.11,68.13,17.67,17.668
12/3/2021,11:15,1188.22,68.15,16.7,16.7
12/3/2021,11:20,1138.91,68.54,15.22,15.224
12/3/2021,11:25,1213.31,68.81,18.45,18.452
12/3/2021,11:30,1218.55,68.35,16.22,16.22
12/3/2021,11:35,1272.22,67.65,19.21,19.208
12/3/2021,11:40,1269.38,67.63,18.2,18.196
12/3/2021,11:45,1204.8,67.31,15.44,15.44
12/3/2021,11:50,1180.58,67.81,14.46,14.46
12/3/2021,11:55,1203.49,68.17,14.65,14.652
12/3/2021,12:00,1210.47,67.79,14.96,14.96
12/3/2021,12:05,1244.51,67.75,16.2,16.2
12/3/2021,12:10,1211.13,67.77,15.86,15.86
12/3/2021,12:15,1245.6,67.77,15.69,15.692
12/3/2021,12:20,1278.33,66.96,15.91,15.908
12/3/2021,12:25,1272.65,66.04,18.08,18.076
12/3/2021,12:30,1287.93,66.75,16.5,16.5
12/3/2021,12:35,1279.2,66.85,15.87,15.868
12/3/2021,12:40,1255.64,66.65,15.83,15.832
12/3/2021,12:45,1297.09,66.27,16.58,16.584
12/3/2021,12:50,1301.67,66.46,17.76,17.756
12/3/2021,12:55,1246.91,65.96,16.8,16.804
12/3/2021,13:00,1241.89,66.35,16.28,16.276
12/3/2021,13:05,1251.71,66.63,17.76,17.764
12/3/2021,13:10,1240.15,66.56,17.23,17.232
12/3/2021,13:15,1302.55,66.56,17.94,17.94
12/3/2021,13:20,1284.65,66.88,17.31,17.312
12/3/2021,13:25,1286.4,66.56,16.91,16.912
12/3/2021,13:30,1395.05,65.48,19.18,19.18
12/3/2021,13:35,1373.24,64.35,20.54,20.536
12/3/2021,13:40,1352.51,64.15,20.34,20.344
12/3/2021,13:45,1322.84,64.79,20.02,20.016
12/3/2021,13:50,1332.65,64.63,20.38,20.384
12/3/2021,13:55,1305.82,64.04,21.22,21.22
12/3/2021,14:00,1302.98,64.13,19.72,19.716
12/3/2021,14:05,1349.67,63.77,18.85,18.848
12/3/2021,14:10,1406.18,63.62,20.71,20.712
12/3/2021,14:15,1388.95,62.69,20.57,20.572
12/3/2021,14:20,1355.56,61.1,20.08,20.076
12/3/2021,14:25,1339.2,56.94,24.17,24.168
12/3/2021,14:30,1345.09,55.17,27.46,27.464
12/3/2021,14:35,1344.22,54.17,27.04,27.044
12/3/2021,14:40,1410.33,53.98,28.18,28.18
12/3/2021,14:45,1352.51,50.98,28.3,28.3
12/3/2021,14:50,1369.96,49.77,30.8,30.804
12/3/2021,14:55,1406.4,51.13,28.98,28.984
12/3/2021,15:00,1435.2,53.08,26.92,26.924
12/3/2021,15:05,1430.18,54.48,26.67,26.672
12/3/2021,15:10,1395.93,56.23,24.33,24.328
12/3/2021,15:15,1451.56,54.44,26.45,26.448
12/3/2021,15:20,1508.51,53.77,27.52,27.516
12/3/2021,15:25,1446.98,52.27,26.81,26.812
12/3/2021,15:30,1397.24,50.08,28.46,28.456
12/3/2021,15:35,1423.85,48.13,30.87,30.872
12/3/2021,15:40,1434.11,45.81,31.52,31.524
12/3/2021,15:45,1448.51,46.35,31.35,31.348
12/3/2021,15:50,1449.6,45.1,32.74,32.74
12/3/2021,15:55,1475.78,47.56,31.98,31.984
12/3/2021,16:00,1447.64,47.54,31.0,30.996
12/3/2021,16:05,1446.55,46.15,33.31,33.308
12/3/2021,16:10,1449.16,45.42,32.2,32.204
12/3/2021,16:15,1493.45,46.73,32.85,32.852
12/3/2021,16:20,1474.25,46.04,32.12,32.116
12/3/2021,16:25,1416.22,45.17,32.06,32.064
12/3/2021,16:30,1454.4,46.56,30.1,30.096
12/3/2021,16:35,1434.76,46.46,31.36,31.36
12/3/2021,16:40,1439.13,48.35,28.7,28.704
12/3/2021,16:45,1420.15,46.98,30.15,30.152
12/3/2021,16:50,1470.98,47.65,28.89,28.888
12/3/2021,16:55,1444.15,49.85,27.3,27.304
12/3/2021,17:00,1459.85,53.06,25.04,25.04
12/3/2021,17:05,1424.51,53.17,24.72,24.716
12/3/2021,17:10,1451.78,53.17,25.82,25.816
12/3/2021,17:15,1471.64,49.5,27.0,26.996
12/3/2021,17:20,1447.42,48.37,28.43,28.432
12/3/2021,17:25,1427.78,46.92,29.5,29.496
12/3/2021,17:30,1416.65,47.87,28.5,28.496
12/3/2021,17:35,1383.27,48.92,26.76,26.756
12/3/2021,17:40,1443.49,50.83,26.37,26.368
12/3/2021,17:45,1417.53,52.63,24.56,24.564
